Text,Score
"Vegan or not, teriyaki primal strips are utterly delicious.  I cannot get enough of them.  The flavor is unimaginable.  The texture is incredible.  Everyone I have given samples to has been amazed.  They are expensive, as far as that goes.  But you cannot go wrong on flavor and texture.  These are so darn great that I have't tried any of the other flavors or textures so far.",5
"i've searched high and low for a delicious, healthy, meatless jerky product.  i'm a pescatarian, so tuna/salmon/halibut jerky is great, but super expensive and often incredibly high in sodium.  i found these in the aisles of pcc and absolutely fell in love.  first thing i did was search amazon for them, and here they were!  the price is better, and i knew i would eat these every day.  i take two to work and have at least one at home.  i would recommend these to anyone, carnivore or vegan, looking for a delicious, healthy source of protein.  wow!",5
"The taste is all right, consistency thicker than supermarket honey. Bought it for assistance with my rabid GERD, alas, so far no progress with this or the other health irritations I hope to at least somewhat get a relief from. Nonetheless, one lives on hope and I already ordered a second jar just to give it a real try. I take a heaping teaspoon in the morning on empty stomach, and one or two follow ups during the day or at night before sleep. But as I've already said, no relief yet, have not been able to go without Zantac even though I've added two additional natural remedies against vicious heartburn.<br />The honey is expensive, and that the jar is plastic, disturbs me. For the price they could have used glass!",4
I bought this sauce hoping to recreate a local Thai restaurant's dish. Taste is pretty good but I kind of assumed the package was sauce only. It contains potatoes which almost makes it little more than a single serving. I would have preferred just sauce to add my own local potatoes.,3
"I am dissapointed!! When I bought this product I thought I was buying the real Acai Tea. But when I read ingredients it occured that Acai is the only one of the ingredients from a lot of others. So I blamed myself because I had to read those ingredients before I bought this Tea. I was fooled because the tea is named as ""Acai Tea"" so I thought it really was Acai. I reccomend everybody to read ingredients carefully before buying the product.",3
"I have previously tried the Whole Grain style of pasta from a box and thought it was very nasty, but thought that I would give this one a try as I had hoped it had improved over time (not same brand) and was a healty choice.<br /><br />After slightly opening the plastic cover/wrap, to allow venting, you place it in the microwave to cook for 60 seconds.  After removing it, the plastic cover/wrap seems to be stuck a bit firmly to the container, so removal of it should be done carefully or you will spill your sauce.  There is a separate removable mini sauce tray inside of the larger pasta tray that allows you to pour the sauce on your pasta.<br /><br />The sauce tastes just like the normal Barilla sauce (not my normal brand) and the pasta was cooked just about right.<br /><br />If I had not known that this was Whole Grain pasta, then I might not have noticed the slight Whole Grain flavor of the pasta.  It really is not that noticeable and was not bad for what it was.<br /><br />If the price was right, I might have this again in the future.  Would be good for less than 2 bucks, but under three would work too.<br /><br />It is more likely to be used for a work or school lunch, as the portion size was not a ""meal"" for someone like myself.",4
"Love these - perfection would be if it made no mess. They're delicious, just 'crumby'. They break apart into tiny pieces when you take a bite, can stain clothes if you don't know the crumbs are there.<br />Eat on the go with caution :-)",4
These moth traps really work.  I had a serious infestation of clothes moths in my apartment when I took my grandmother wool coat out of my closet and released a bunch of moths accidentally.  These few moths bred and then I had a moth problem. I didn't think I could get rid of them.  You have to give the product some time to work.  I set out 7 traps in my apartment.  I saw moths being caught little by little over a period of a few weeks.  I probably caught 60+ moths in these traps.  I think I finally have my apartment back under control with the help of these traps and extensive vacuuming and cleaning.,5
"Our family has liked every other flavored we have tried (BBQ is the best). We like sweet potatoes so we assumed would like these pop chips.  I was wrong, no one in the family likes the sweet potato pops chips.<br /><br />I highly recommend you go to a store that sells the sweet potato before deciding on purchasing a large quantity.",1
"I have been a lifelong licorice lover.  Recently a friend sent me a six-pack of these licorice cats, which she said have become her favorite. She says she likes the slightly saltier taste than you find in most licorice candy. I was used to the soft and sweet Australian style, so it was a bit of a switch, but I really am enjoying this stuff. I've opened my fourth package now and would say that the chewiness is the only drawback for me. I have TMJ disorder and when I do too much chewing on this candy I end up with a sore jaw, but chewing brings out the great flavor, so I live with it. I would recommend this candy to licorice lovers without jaw problems.",4
"I really cannot give this product a bad review.  My cat would not eat it, so I gave it to someone else and their cat loved it.<br />My cat is an adopted stray that was eating the birds in my yard. I started feeding him Purina Cat Chow in a dish on my breeze-way. Ordered the Newman's so he would get more protein. He just didn't go for it.",3
"It's been two weeks since I began bulk aging this Barolo kit and I am impressed so far.  The wine, even at this early stage is very drinkable, and has a beautiful, deep red color.  My only regret is having stabilized it before doing a malolactic fermentation, but I will do that on the next one.<br /><br />I took reviewer Duane's advice and used BM 4X4 yeast which I was able to buy in 30 gram packages from Fermentation Solutions in Campbell, Ca.  I also made this kit to 5.5 gallons and added 1 1/2 lbs of Zante currants (available on Amazon) for body.<br /><br />Though I have two much more expensive Winexpert kits going, I expect I'll be drinking this Barolo as my table wine while the other more expensive kits age.  You won't go wrong buying this kit, and with a few tweaks you'll have a very nice table wine for under 2 bucks a bottle.",5
This item was too much hassle for a bulldog or mastif.  I gave it to a small dog owner who loved it.,2
"My family loves my dishes seasoned with this delicious spice. It is a good price and lasts well. BTW, it is an excellent edition to roasted vegetable :-)",5
"The name and packaging is what attracted me to it.<br /><br />The smell lured me in; I could sit forever in a coffee shop that smells like it.<br /><br />The struggle to open the outer wrap was frustrating.<br /><br />The brew itself, no matter how it's prepared is ok to good. It's not strong like Starbucks, nor mellow and smooth like Dunkin's. It is mild with no aftertaste. I am a long time coffee lover and drink it black.<br /><br />The choice is sustainably grown organic coffee or taste?  I'm going to mix it up!",3
"I liked the packaging and the idea behind the company- which was why I decided to try it out- but it's more a case of style over substance.<br /><br />The aroma is enticing, but that's where the magic ends.  The taste was bitter and a little acidic; even experimenting with different flavored creamers didn't completely mask it.  Which was a shame because I really wanted to like it.  It's not bad if you're into bitter coffees, but since it's billed as being made with ""exotic floral and berry beans"" I can't really recommend it too much.",3
"I didn't have high hopes when I got this, but was very pleasantly surprised.  It's not a strong coffee, but it does have fantastic flavor.  I am definitely getting this again.",5
"This was an easy way to get the candy I need for Halloween and class party.  I live in the south and the candy was not melted when it arrived, a definite plus.",5
"This is a very healthy breakfast food and well balanced, for me it need a little more sweetness to it, so i add a little honey or cutt up banana. But its great. Takes a little longer to cook because of the sun flower seeds not as quick as the instant oats, but it is healthier and has more nutritious things in it. IN all i would recommend this as a good healthy breakfast to start your day.",4
"I have used quality salts for years, and have always especially loved the pink salt variety, so I ordered this one because it is much cheaper than others out there. Well, this one just doesn't taste like the pink salts I've had in the past. Upon tasting, I also I realized that this salt is just 'too pink' for me to believe that it is not enhanced in some way! I've never seen this salt look that way before...but hey, it is entirely possible that it is truly that color without additives...so I went to the source and wrote the company to find out. That was weeks ago, and they never bothered to respond. So I am assuming they can't back up their claim that it's truly a Himalayan pink sea salt. What's funny is, on every container of salt I've ever purchased there is an ingredients list...NOT on this one. (If it's pure, then the ingredients will obviously have only one ingredient...the salt. But sometimes, even in sea salt, there is an added anti-caking agent added so it will be listed there.) Anyway, Amazon is wonderful and refunded me for this  salt, so I will purchase a different brand.",1
"When my grandson was born, Diogenes was able to retire and seek the sleep he so deserved after searching so many centuries for an honest man. My grandson speaks his mind eloquently and succintly.  Upon the arrival of my order of <a href=""http://www.amazon.com/gp/product/B001LNHQ34"">Funfresh Foods Real Food Trading Company Himalayan Pink Sea Salt, 2-Pound</a>, I quietly served it at a family meal.  Almost instantly my grandson asked who put sand in the salt.  I smiled, chuckled and told him no one had put anything in the salt and that this was special pink salt from half way around the world.  ""It has sand in it, Grandpa! I don't like it!"" he replied.  Nay, nay, not so, I assured him (and everyone).  ""Let me show you.""<br /><br />I drew a small glass of filtered water and added a liberal amount of the pink salt.  (BTW, if you like the C.Cola bottled water, *asani, much of it comes from the same source in FL as my tap water)  So I swirled the pink salt around in the water.  Let me mention that I have a degree in science and a bunch, like a lot, of chemistry courses so I know that table salt, sodium chloride (NaCl) is really really soluble in water.  Well, after much stirring I got quite a bit of pink insoluble grains on the bottom of the glass and, most disturbing, the liquid was cloudy!  I've been watching it for a couple of hours now and nothing is settling out.  I'll keep watching, but what the cloudy water means is there is either a fine particulate that will settle out in time or there is something else in the ""salt"" that is not or not completely water soluble or is colloidal, which does not make me feel good about this product.<br /><br />It is my understanding that most table salt is produced by crystallizing the salt from a saline solution, either natural (sea water) or man made.  The difference between ""regular"" table salt (at least in the US) and Kosher salt is that regular salt is allowed to crystallize undisturbed and will form cubical crystals while Kosher salt must be raked during the entire crystallizing process, thus forming the light flaky crystals familiar to that form.<br /><br />This product, it appears to me, is a mined mineral that contains a high NaCl content that is not further refined.  It is finely ground perhaps in the hope that end users will not notice that it also contains rock, sand, or whatever makes up the Himalayas.  The product claims to contain less Sodium (Na) and that may well be true, but is that lower Sodium content because it has ground rocks/sand in it?<br /><br />I'm returning this because it is an inferior product that is not what it is advertised to be.  This might be fine for a live stock salt lick but it is not fit for human consumption!<br /><br />Many Hours Later:  The cloudiness is clearing, so my conclusion is that it was caused by very small particles that took longer to fall out of suspension.  Nevertheless, sediment is sediment and sediment is not salt!  This is another example of when a low price is not a bargain!",1
"For 20 bucks, it really urked me that the jar only slightly more than half full.<br /><br />I decided to give this a try, I orginally used ""just barley"" brand and thought I might try this one since there were other greens invovled.<br /><br />While it goes down easier than ""Just Barley""  I didnt feel that small kick in energy im used to..<br /> its only been a day, so I will gave it a day or two more.<br /><br />Aside from that, Im trying to shake off the feeling of being ripped off with what was almost half a jar of powder.  Its bad enough that any attempt to try and eat healthy is abused with prices like these, The least they can do is fill up the jar with the stuff.<br /><br />If I end up liking it and getting another jar of it Ill raise the score, provided I dont get half a jar again.",1
"I love this supplement! My cholesterol is lower, my digestion is better. I just sprinkle it on fruit & mix it in my yogurt. Very easy to incorporate into my daily routine. Try it!",5
"One of my favorite dishes to make at home is chicken piccata. It's a tasty chicken dish. One of the key components is capers, to add a bit of bite to the dish. Roland capers are normally the ones that I use (I know, they're not top of the line). Even though relatively inexpensive, they do the job on my chicken piccata (and other recipes calling for capers). A cost-effective ingrdient for a variety of dishes. . . .",3
"I took one taste and poured this down the drain.  The flavor and aroma is of artifical butterscotch, NOT CARAMEL.",1
"When my son was first diagnosed with a nut allergy we stopped using any kind of nuts in the house at all.  Peanut butter being my favorite thing this was a major blow to me.  People told us to try soy-nut butter or whatever.  YUCK.  We saw SunButter initially at our local grocery store and bought it.  BLISS.  Peanut butter lovers REJOICE.  We ate the SunButter natural for a few years which was fine but kind of runny and you need to mix it.  Just recently we bought this Creamy SunButter and folks let me tell you I am a believer.  You could literally pass this off as peanut butter to some un-expecting test subject.  Thank you SunButter for saving our lives.  [[And I mean that]]-- our little boy is precious, he eats this every day and loves it as well.",5
"I was surprised when opening the package this product came in and found this ""Lickety Stik"" device.  It looks like a bottle of roll-on deodorant and that's how it works.  My first dog liked it and figured out she is supposed to lick it, but my other dog wasn't sure what to do with it and wanted to chew it.  This is worrisome because if he got hold of it, he may turn it into a bunch of plastic slivers and I wouldn't want him swallowing those.<br /><br />The Lickety Stik treat is a new concept and I understand the idea, but I don't think it's quite there yet.  It's also a little unusual to stand there holding the pets' treat.  Usually, when giving a pet a treat, I expect to get a few minutes of peace and quiet while he/she is enjoying the treat. There are no directions on the bottle, so I wasn't sure how to use it at first, but it didn't take long to figure out.  You just hold it in front of the dog and they have to do the figuring.<br /><br />I probably won't be buying this again.",2
"Really enjoyed 1st few cups but after a few months (still before ""best by"" date) product solidified and stuck to top of k-cup making it useless.",2
I got chocolate with chocolate chips. This is false advertising. It was pretty good nonetheless.,2
"My husband and I disagree about our coffee all the time. He likes it to be strong, black and he isn't a fan of flavored coffee. While I am the complete opposite, I add cream, sugar and love flavored coffee. That being said we both love this coffee. He says it doesn't taste like the ""girly"" coffee I usually drink. And I don't think it tastes like mud. lol. Most coffee lovers will enjoy this to the fullest. The only drawback is that all 50 come in the same box which happens to be the same box they ship in.",5
"Be VERY careful when ordering from OZBO. I was shipped outdated inedible Riesen and passed them out to friends and cohorts without knowing their condition. When people got back to me with information regarding the product white discoloration, sticking to the inside foil and hardness of the candies, OZBO refused to replace the product because I couldn't collect all from whom I had given the candy. I guess OZBO would have me open each separate Riesen candy and inspect, then rewrap them and package back up in the bag. GET REAL OZBO. I hope this review is helpful.",1
"Old, stale, dried up beans. Beans smell bad. Coffee tastes bad. Doesn't cure coffee withdrawal headaches. Quality needs to improve.",1
"I really wanted this to work, but I took it out of the package and put it in the ground.  My dog dug it up and ran with it, acting as if it was a chew toy.  Oh well..",1
"We have been using these dog treats for a long time.  The dogs love them a lot!  You cannot go wrong with these because they are all natural.<br />The only thing that I would say is a little disappointing about them is that some of the pieces are very small making them no good as treats.  You end up with liver ""dust"" when the larger pieces are used.  I generally take this ""dust"" and mix it into home made dog food for extra flavor.  Therefore, no product gets wasted.",5
These things are the best for long nights of last minute homework! Its so nice not having to get an upset stomach after drinking a whole pot of coffee. Instead one little bottle and im good for hours! I think this is the best product out there for energy.,5
This is a top quality tea with strong fruit flavors.  It makes a great ice tea.  The tea bags are individually wrapped in recyclable paper.  I happily recommend it.,5
"This is my second time ordering the ""bulk"" amount, because these biscuits have no match, and they are hard to find in stores. Packaging was MUCH better this time -- bubble wrapped and double boxed. I'm giving a lower rating, though, because I received these in early August, and the expiration date is already up this December. So I feel I've been sent old merchandise. I would expect at least a year for a processed and packaged food item like this, especially ordered in this quantity. I don't know if Amazon will allow for a return or exchange.<br /><br />***Update***<br />Food items cannot be returned, but I was pleased to see that Amazon refunded my money! Now that's customer service.",2
"If you've got sensitive blood sugar, DO NOT eat Kind bars. They are certainly not Kind. I crashed on them a few times before I realized their ""glycemic index"" numbers were false and misleading. They pump a lot of sugar into these bars and then juke the numbers. The best alternative is Mrs. Mays Trio Bars. I've been eating them for the last two years and never crashed.<a href=""http://www.amazon.com/gp/product/B002HFPW6I"">Mrs. May's  Trio Bar Variety Pack, 1.2-Ounce bars (Pack of 20)</a>",2
"This mix makes the best homemade cookies ever !!  I add walnuts, real butter, and extra chocolate chips, and they are wonderful !",5
"My dog has severe allergies as well as a sensitive stomach. After thousands of dollars, allergy shots, etc. I decided to give the fish and sweet potato a try because for years everyone has raved about how much better it is for dogs who are allergic to the typical proteins, etc. in kibble.  Well, let me say...I'm disappointed.  It's been six weeks and I've seen no difference in the itching/licking and scratching.  The fish breath? I can live with that but whoooooo-weeee the GAS that this stuff caused for not only my allergic dog but also my ""stomach of steel"" dog. They can clear the HOUSE in about two seconds flat.<br /><br />While I do appreciate the quality ingredients that are supposedly in this food, I am disappointed that I've seen absolutely no difference between this and the Pro Plan or Natural Balance I tried before this. Could it be just my dog, sure. But all in all, if you're looking for a magic cure, sorry to say this isn't the one it's hyped to be.",2
Someone recently gave me a small grinder containing pink Himalayan rock salt crystals.  The difference in the taste it added to food prompted me to do some reading on the differences.  You can do your own reading and I'll just say that it opens up a whole new world of flavors.  When that small grinder neared being empty I set about to find some refill material.  The price of the product from this supplier made me suspicious of it's quality.  Happily though........it's as good as any I've found.  The packaging and shipping were both professional and I am quite pleased with the order and intend to be a repeat customer.,5
"I admit, I am picky when it comes to peaches. They have to be really fresh! And when we moved into our own home recently, the very first thing I did was plant a Sweet Georgia Peach tree. My favorite kind.<br /><br />Now, I have to warn you, these are NOT as wonderful as biting a peach still warm from the sun and fresh from the tree before you bring it in and wash it. The juice from these jelly beans don't run down your chin when you bite into them. BUT these are the best peach flavored candy I have met in a very long time. There are only a couple of these flavors I would consider buying a whole pound of in individual flavors. The first is the <a href=""http://www.amazon.com/gp/product/B007J6JY7S"">David's Signature Beyond Gourmet Lemon Jelly Beans</a> and the second is this one.<br /><br />While your taste buds may find others that are better, these are the two that hit the spot for me.<br /><br />I was originally given a complimentary sampler of all of the flavors (which I reviewed) but these beans are so unique that I wanted to share my opinion of them on some of the individual pages as well. These ate A+ Jelly Beans!",5
"A very good variety for kids who like ""plain"" foods. It's not too sweet but there's also not much flavor either. Smells like a honey bun right out of the package. I will finish the box but it's just too boring for me. My personal favorite is Raisins 'N Spice and now I can see why. I prefer a contrasting taste and texture in my oatmeal. But it might be good for adults who like the hard-to-find Honey Nut. Same great quality as usual from Quaker.",3
"Bella says these hearts are delectable, even though the bakers have included an ""arrow"" through the center of this heart treat for easily breaking in half.",5
"Both cats love Halo's Liv a Littles Freeze Dried Chicken Breast. My youngest cat wanted nothing to do with these treats for a long time then one day changed her mind and now is the biggest fan in the house. I haven't tried the Beef or Salmon. Chicken is king around here.<br /><br />I reserve these for once in a while treats or to entice eating by sprinkling it atop newly introduced wet/raw foods. The Halo website says the chicken is made in a marinade broth of sodium phosphate, salt, and carrageenan before it's freeze dried. I trust Halo's practices but do wonder how much salt is used in the process and wish the amount was on the label.<br /><br />I also have a tube of Thrive Freeze Dried Chicken from a UK company that has been very popular at holistic pet retailers lately. Their claim is that it's 100% freeze dried chicken and nothing else. I can't garner any more information than that from the tube or the manufacturer website, but my cats go nuts for Thrive just like they do Halo.<br /><br />These are expensive little treats but the cool thing about them is they can be served as solid chunks or broken into dust like particles, or wet by adding a little water. I have to think that with so many cats out there who have lost teeth, this is probably a superior treat to have once in awhile.",4
"I thought I'd try this flavor because I'd loved the peach flavor. This flavor tasted artificial, left an aftertaste, and didn't quench my thirst. I'm donating the remaining boxes to a food pantry.",1
"This is the secret to authentic tasting Thai food. Don't bother with those expensive jars of Thai curry paste, one can of this makes two pots whole, I just freeze half the paste in a ziploc bag for another time. This sort of authentic paste is what housewives use in Thailand, I was surprised to see.",5
"It is a proven fact that sugar increases insulin levels which can lead to high blood pressure, high cholesterol, heart disease, diabetes, weight gain, premature aging and many more negative side effects.In addition, xylitol does not promote an insulin response by the body. In contrast to sucrose, or table sugar, whose glycemic index is 100, xylitol's glycemic index is just six.The key to xylitol's benefits is that it helps to break down biofilms. Brushing with xylitol , chewing xylitol gum, or sucking on a xylitol pastille several times a day has an anti-biofilm effect, according to researchers. Without the protective biofilm, bacteria just can't adhere to the enamel and release corrosive substances that cause cavities. Additionally, the bacteria that cause periodontal disease have no place to hide in the gum recesses.",5
"I love this product. Made with organic non-GMO soybeans, organic cane sugar, organic green tea, organic lemon and vanilla flavoring, sea salt, carrageenan and water, and enriched with vitamins, this soy milk is healthy and tasty. It's got an appealing chalky-green color of Japanese matcha. Calories: 110 per serving (4 per box), 30 from fat. Low sodium and zero cholesterol. High in Vitamin D (35%), Folate (25%), Calcium and Vitamin A (both 30%). Iron 10%, Zinc 6%.<br /><br />Made in USA. Certified organic by QAI. I bought this at a local Chinese supermarket for about $2.50. I have also tried the <a href=""http://www.amazon.com/gp/product/B0046H7J9S"">Kikkoman Pearl Chocolate Organic Soy Milk, 32-Ounce (Pack of 6)</a>, which is also delicious. I'll definitely buy this again.",5
"Coffee Bean makes a good, dark bean but the mfg date on the bag is old. To be specific, over a year old. And not for the first time. If you decide to buy, it's something to consider.",3
Great product.  Dog likes them.  They are made in the USA.  They are a bit expensive but worth it.  I will buy this item again.,5
"If you're health minded like me and crave a hot, sugarless cup of tea in the wintertime, this might be for you. It's certainly worth a try. You may feel the urge to sweeten it up. However, in that case, I would suggest you not tamper with the tea itself, but have a slice of toast and jam with it. Health benefits? Well, it kind of makes me feel good. It settles my stomach. I find it worthwhile.<br /><br />Directions for use: Add 1 tea bag to a cup of boiled water. Let it brew for 3 to 5 minutes. A cup after breakfast and another after supper is recommended.<br /><br />Ingredients: Eucalyptus, globulus, zingiber oficinalis, pimpinella anisum, tamarindus indica, prunus, urtica dioica, rubus idaeus, cranberry, blackberry, centaurea cyanus, chamomilla recutita, panax ginseng, rosa canina fructus, cymbopogen citratus, foeniculum vulgare.<br /><br />Nutritional Facts: Calories, 0; total fat: 0g; sodium: 0g; total carbohydrate: 0g; protein: 0g. Not a significant source of calories from fat, saturated fat, cholesterol, dietary fiber, sugars, vitamin A, calcium and iron.<br /><br />Distributed by Magnit Enterprise, Inc., 415 Woods Of Arder Road, Staten Island, New York 10312. Phone: (347) 707-2399.",4
"I am probably one of the few people on earth who has not had curry before.<br />This being my first face to face meeting of it AND having to be the one to<br />put this kit together...well, I did pretty good and it did too.  I was a bit<br />wary but all in all it was tasty and a new item for me to try.  The only<br />thing I was not wild about is that the serving size is only 2 tablespoons<br />(says that there are 15 servings per sauce kit) and for those 2 tablespoons<br />you get 110 calories and 9 gm. of fat (7 of those are saturated) and 5 gm.<br />of carb's...now, ALL that is kind of high for only 2 tablespoons, but I<br />suppose for something different now and then it won't kill anyone...but I<br />couldn't quite give this 4 stars.  Interesting new to me product.",3
"I had high hopes for this product.  Having spent a fair bit of time in Singapore & Malaysia I have come to love the regional cuisine.  Especially Beef Redang which if you have never had it is a very tasty (muslim) dry style curry.  It is a process to make at home - lots of ingredients and slow cooking to yield a savory curry of tender beef.  When prepared correctly it is a knockout dish.  When I saw this product and the great reviews I thought it might be a good way to make a quicker version when the mood strikes.  Having said that  I cannot recommend this to anyone who has had this great dish nor anyone who would like to try it for the first time.  The kit is easy enough - stir fry beef and then add spice paste, coconut milk powder and water.  Simmer until tender and then voila beef redang.  If only - the mix gave off a faintly chemical odor which i found disturbing and off putting.  Beef Redang usually (like many dishes of the region) has a funky (good) smell from the use of fermented shrimp paste or belachan. its strong but pleasant - this in no way smelled of that.  putting aside the off smell I tried the curry and found it to be not just mild but flavorless.  Maybe this was an issue with this batch but I could no way recommend this product to anyone.",1
"Beaux and Ozzie smelled it coming through the door.  Oh, what's that?  Food!!  Then when I opened the bag and poured it out, they gave me the meanest look.  They wouldn't touch it.  I mixed with some off the shelf dry food.  No Joy!.  Finally ended dousing it with some chicken broth.  That got their attention.  Risk Reward decisions were quickly calculated and they ate.  Must do this now every time until the bag is gone.  $3.00/lb down the drain.",1
Satisfactory but not completely satisfying as some other tea growers' Assams are but priced reasonably.,3
"I have been using this flavor (Lobster base) for several years and continue to get raving compliments of the dishes I prepare using it. Specifically:  in the simplest context, just include an ample amount in the water when you are boiling fresh shrimp (it works best when shrimp is shelled and deveined first to allow the most surface area to absorb the flavors)<br />  Slightly more complex: I use it to flavor my Salmon Croquette recipe. It is a fairly standard recipe -- although I use only fresh salmon filets (precooked)never canned salmon.  Include this product in your mixture for fabulous flavor! (one note -- this product is already pretty salty, so wait until you have added this stock , then taste your mixture before adding any more salt)<br /><br /> Bon Apetit<br />William Edwards",5
"Once upon a time, you could buy corn nuts everywhere, but they seem to have disappeared from stores.  So, it was nice to find these.  They're particularly big and crunchy, and they're one of my favorite trail foods when I go hiking.",5
"I love this on pancakes. When I got the product I was a little worried because it was unusually thick and slightly yellow.  After shaking it up, it seems to be the right consistency, so I think it must have been settling.",5
"Being a type 1 diabetic I can't have the regular energy drinks with the insane amount of sugar and carbs, and for a while I've been trying to find a diet alternative that works and I've finally found it with these Zero Carb Rockstars. It doesn't impact my blood sugar, it tastes good, and wakes me up like an energy drink should plus these 24 packs save me a ton of time and money.",5
"I found this particular item much cheaper at my local Wal Mart.  I was unhappy with the price (after finding it cheaper) and also, the candle shifted during shipment.  Do yourself a favor and purchase this in store.",2
"Don't know how anyone cooks without it. So glad I finally found a source,<br />since the it's not available locally here in the back of beyond.",5
This is a great binder similar to cornflour and I had very good results when I made fish chops with this product.,5
Our guests and i really loved this one! Big bold dark yummy! I am always amazed at the quality of these K cup coffees.,5
"I ordered this item on Tuesday with a delivery date for Friday, the item was received today, Thursday. Not a huge deal but I was surprised since I selected a specific delivery date. With all that being said my mom said the Orchid was beautiful. It was extremely well packaged, my mom said it took her a while to unwrap the Orchid. There was one bloom and three flowers that were not yet bloom on the plant. The plant was also in a pink polka dot mug with matching saucer not the plant pot as shown in the picture. Over all very pleased!",4
"I'm not sure why,but our dog does not totally like this food. she seems to wqant something else.<br />I've had to buy another brand",3
"This (creamy bacon), in my opinion, is one of the best Walden Farms dressings. It is thick and has a good bacon taste. Another rater mentioned that if you like vinegar dressings, you will like this. I guess that's true, because I like to cut this dressing with organic apple cider vinegar and liquid zero calorie sweetener, which makes a nice sweet bacon vinaigrette dressing - that reduces my sodium intake. Even so, it just as much straight from the bottle. The only other flavor or dressing I like nearly as much is the Balsamic vinaigrette one. I thought this was Creamy Bacon dressing, so the review belongs with that flavor, not bacon ranch. Sorry!",5
"Wonderful to find a guilt-free pleasure like this product. To me there was NO aftertaste and it was just sweet enough without being overpowering. The cocoa tasted rich and I found that I only needed 1 tablespoon to 1 cup of hot water, which means my hot chocolate drink had only 10 calories if I calculate correctly. I can't imagine needing 4 tablespoons to 1 cup of hot water as the label suggests, but then I rarely eat any chocolate or sugar at all. Anyway, this was a very pleasant surprise and a fun treat to indulge in. I'll be ordering more....",5
"if i could only have one condiment from now on it would be huy fong's sriracha. i would, and have tried to, dip everything i can think of into it. it's so good. it's addictively good. it makes everything better. i can't really add anything beyond what the other reviewers have said. i'm really happy when i go out somewhere and see this stuff already on the table..",5
"I have used this shampoo for two weeks now. I can't really say it is that great. It is supposed to be for a dry scalp, which I have. However, it seems to leave a film on my hair and a layer on my scalp no matter how much I try to rinse it out.<br /><br />The one thing I do love about it is the smell. It smells like coconuts. However, I would not buy this again for cleaning my hair. I will finish the bottle but after that, no more.<br /><br />I have been using it with <a href=""http://www.amazon.com/gp/product/B007RTR9E2"">CLEAR SCALP & HAIR BEAUTY Ultra Shea Smooth & Nourish Conditioner, 12.7 Fluid Ounce</a> . The conditioner works well but not the shampoo.",3
"This is okay cocoa. It's not really very smooth, and it's a little watery. I had high hopes, as I love dark chocolate hot cocoa, and the reviews were good. I will finish the box I bought, but will try another brand next time.",3
"When ever my husband and I go to PF Changs he always asks for this sauce - most of the time he has to tell them what the bottle looks like and were they keep it in the back.  So for his Birthday I bought him his very own bottle - he was THRILLED!  It adds a little ""kick"" to just about any dish and is great on sushi (so i'm told).",5
My husband loves this stuff & I was paying $4 an 8oz bag at my local supermarket.  I almost fell out of my chair when I saw it on sale here & in bulk.,5
"Tastes better than Starbucks and are better too (organic).  Starbucks beans also look very dry next to these.  I have an automatic espresso machine and love them.  And to top it off, they are cheaper!",5
"These breakfast cookies are like a bowl of oatmeal only more convenient to eat.  Running late, grab one and out the door.",5
"I LOVE Barney Butter! It is so smooth and the almond flavor is just exceptional. I have tried other almond butters and Barney Butter is by far my favorite. In addition to being delicious, it gives me energy and is also quite filling. As an added bonus the snack packaging is fantastic for a few reasons. I like it for myself because it is easy to transport and is only 90 calories so that helps me to monitor how many calories I am taking in.  I also love it because my kids have allergies to tree nuts and they love Barney Butter so much that they ask for it by name. Due to their allergies we have to be very careful about what they eat and therefore are always bringing food with us to restaurants, birthday parties etc. The snack packs are a Godsend because they are so easy to just grab and go. I highly recommend Barney Butter overall and especially like the snack packs.",5
I have been using these bars for about a year. Apparently they changed the formula 7 months ago and never disclosed the formula change. Lets face it when purchasing a product we do not re-read the calorie and ingredient list EACH time we purchase it UNLESS it says formula change or New or gives us some indication thre has been a change. Seems almost illegal to not say so on the lable front.<br /><br />So careful people. You could almost have a small meal now for the calories they contain.,3
"The flavors are great - especially Jalapeno and Honey Mustard.  They're not as good as real chips, but you can save a few calories and fat grams and they are WAY better than baked chips.",4
"Had my first package of these today - the Cheddar.  I was surprised at how many are in the bag.  I was expecting maybe a dozen and it was easily 3-4x that. If you're looking for an alternative to potato chips and greasy stuff that's bad for you, these will do the trick. I'm trying to cut all saturated fat from my diet so having something like this to snack on or to throw a bag in my lunch is going to be great. Great flavor and texture.  Sure they aren't as filling as regular chips but that's kind of the point, right? A full bag should do the trick - it certainly did for me.",5
My sister was the recipient of this bread and she was really happy with it. She loves it. I was happy to find bread on amazon since it's nearly impossible to mail food to people.,5
"Like other reviewers, I have a cat who would get sick often. I had her checked for issues, but she is otherwise healthy.<br /><br />So when a my new vet suggested a sensitive stomach food, such as this, I figured it was worth a shot.<br /><br />The difference is amazing. She still has an occasional hairball (this doesn't fix that issue...I didn't expect it to. And my fluffball has more fur than any other living creature, so I can handle a once-a-month hairball). But her near daily throwing up has stopped.",5
